Airline,Overall Rating,PredTotal_LR,Error
Singapore Airlines,2,0.9402552922728649,52.98723538635676
Singapore Airlines,1,0.8763046745598626,12.36953254401374
Singapore Airlines,6,7.654793646943293,27.579894115721554
Singapore Airlines,8,9.29945710804778,16.24321385059726
Singapore Airlines,5,6.0889178524991046,21.77835704998209
Singapore Airlines,10,6.083412552489513,39.16587447510487
Singapore Airlines,6,6.144563796217209,2.4093966036201544
Singapore Airlines,1,1.8808468985337372,88.08468985337372
Singapore Airlines,9,9.488611159821556,5.4290128869061745
Singapore Airlines,8,7.478512776293313,6.518590296333593
Singapore Airlines,8,7.368074779960534,7.8990652504933205
Singapore Airlines,8,9.234245663562815,15.428070794535188
Singapore Airlines,10,9.537185853107834,4.628141468921658
Singapore Airlines,9,9.227619092685412,2.5291010298379115
Singapore Airlines,10,9.25074751402647,7.4925248597353
Singapore Airlines,9,9.054142483649114,0.6015831516568247
Singapore Airlines,10,9.077981751501783,9.220182484982171
Singapore Airlines,1,2.8183630351312465,181.83630351312465
Singapore Airlines,8,7.8660169818437335,1.6747877269533307
Singapore Airlines,6,5.854253089987898,2.4291151668683675
Singapore Airlines,9,9.320618396562221,3.562426628469121
Singapore Airlines,9,5.997738942097639,33.35845619891512
Singapore Airlines,2,0.799269985550598,60.0365007224701
Singapore Airlines,5,0.9237997601526713,81.52400479694657
Singapore Airlines,4,4.240907501982298,6.022687549557459
Singapore Airlines,2,1.2155380186068165,39.22309906965917
Singapore Airlines,8,6.069052012324007,24.136849845949914
Singapore Airlines,9,9.177049918820543,1.9672213202282605
Singapore Airlines,7,7.748476647721258,10.692523538875117
Singapore Airlines,2,2.67540161680758,33.770080840379
Singapore Airlines,5,5.884753523157348,17.69507046314695
Singapore Airlines,10,9.252189282675134,7.478107173248657
Singapore Airlines,10,9.10433872612545,8.956612738745502
Singapore Airlines,7,7.329987431647623,4.714106166394608
Singapore Airlines,8,6.641974596517591,16.97531754353011
Singapore Airlines,7,5.2863006163092265,24.48141976701105
Singapore Airlines,9,9.175200714712249,1.9466746079138748
Singapore Airlines,3,1.0601873998980738,64.66042000339753
Singapore Airlines,6,5.059755900775904,15.670734987068272
Singapore Airlines,10,9.115848102268917,8.841518977310834
Singapore Airlines,1,1.6381615662008622,63.81615662008622
Singapore Airlines,10,9.285190811230022,7.14809188769978
Singapore Airlines,1,3.3914814773937563,239.14814773937562
Singapore Airlines,8,9.153405150404406,14.417564380055081
Singapore Airlines,3,4.425535132577705,47.517837752590175
Singapore Airlines,9,7.656386153041141,14.929042743987322
Singapore Airlines,7,8.33286343949134,19.040906278447725
Singapore Airlines,10,9.307428209975564,6.925717900244362
Singapore Airlines,5,2.396211972572374,52.07576054855252
Singapore Airlines,4,2.624289316611376,34.3927670847156
Singapore Airlines,6,2.9839742051617986,50.26709658063669
Singapore Airlines,1,1.1835596489109825,18.355964891098253
Singapore Airlines,10,8.61221564700692,13.8778435299308
Singapore Airlines,10,9.411583324741306,5.884166752586939
Singapore Airlines,5,5.745218756942307,14.904375138846149
Singapore Airlines,6,4.426497265756979,26.22504557071701
Singapore Airlines,7,5.939531028985645,15.149556728776504
Singapore Airlines,1,1.1120327131140824,11.203271311408237
Singapore Airlines,2,0.8275571840981102,58.62214079509449
Singapore Airlines,10,9.38171742233262,6.182825776673795
Singapore Airlines,8,9.22037194146938,15.25464926836726
Singapore Airlines,1,2.8257282764599796,182.57282764599796
Singapore Airlines,8,6.454729089906039,19.315886376174507
Singapore Airlines,1,1.4718310462272237,47.18310462272237
Singapore Airlines,5,4.626761518723232,7.464769625535368
Singapore Airlines,10,9.394034686029427,6.059653139705734
Singapore Airlines,4,0.9680872731879566,75.79781817030108
Singapore Airlines,2,1.0488255884047306,47.55872057976347
Singapore Airlines,9,6.284437581744846,30.1729157583906
Singapore Airlines,5,5.096396217602782,1.9279243520556477
Singapore Airlines,1,4.1227536851787026,312.2753685178703
Singapore Airlines,10,9.370267503894928,6.297324961050723
Singapore Airlines,9,9.414116958845552,4.601299542728358
Singapore Airlines,10,9.259367240392512,7.406327596074877
Singapore Airlines,5,5.310174678682477,6.203493573649546
Singapore Airlines,9,7.7764156623392235,13.595381529564182
Singapore Airlines,1,0.9976301416075286,0.23698583924713912
Singapore Airlines,8,7.642741027816645,4.465737152291938
Singapore Airlines,10,9.403010706959316,5.969892930406839
Singapore Airlines,3,2.669267881112374,11.024403962920873
Singapore Airlines,2,1.486376671348106,25.681166432594704
Singapore Airlines,10,9.374389646843552,6.256103531564481
Singapore Airlines,8,5.929341881862998,25.88322647671253
Singapore Airlines,8,7.702165610170738,3.7229298728657767
Singapore Airlines,5,6.222533040874732,24.450660817494647
Singapore Airlines,9,7.822398400383051,13.0844622179661
Singapore Airlines,9,7.578797288376534,15.791141240260734
Singapore Airlines,3,2.7617705742983882,7.940980856720391
Singapore Airlines,10,9.295022085100435,7.049779148995654
Singapore Airlines,3,1.007631528931067,66.41228236896443
Singapore Airlines,1,1.0732134192237426,7.321341922374258
Singapore Airlines,9,7.6200053230400755,15.333274188443605
Singapore Airlines,10,7.5630681370919985,24.369318629080016
Singapore Airlines,8,7.450924888875712,6.863438889053597
Singapore Airlines,9,7.62474012252653,15.280665305260774
Singapore Airlines,9,9.328680753045095,3.6520083671677224
Singapore Airlines,10,7.708466672192584,22.91533327807416
Singapore Airlines,10,9.192617949410945,8.073820505890552
Singapore Airlines,10,9.087379648740212,9.126203512597879
Singapore Airlines,8,6.077086429059753,24.03641963675309
Singapore Airlines,3,4.282532903506549,42.751096783551645
Singapore Airlines,7,7.695136031687953,9.930514738399333
Singapore Airlines,10,9.532000401738149,4.6799959826185145
Singapore Airlines,9,7.5787870536369955,15.79125495958894
Singapore Airlines,10,9.550774598202535,4.492254017974648
Singapore Airlines,10,9.537287261653319,4.627127383466814
Singapore Airlines,9,7.914645780474576,12.059491328060268
Singapore Airlines,3,1.811675363030599,39.61082123231336
Singapore Airlines,6,4.515985526518231,24.733574558029478
Singapore Airlines,1,2.5104281305089513,151.04281305089512
Singapore Airlines,6,9.337656611736163,55.62761019560272
Singapore Airlines,6,6.005895655055458,0.09826091759096063
Singapore Airlines,6,6.300207104336262,5.003451738937696
Singapore Airlines,9,7.799539411002298,13.338450988863352
Singapore Airlines,5,2.692857618832539,46.14284762334922
Singapore Airlines,4,1.1258912840227193,71.85271789943202
Singapore Airlines,4,2.5144453998277725,37.138865004305686
Singapore Airlines,10,9.432238359924483,5.67761640075517
Singapore Airlines,9,7.8989474113736815,12.233917651403537
Singapore Airlines,1,2.8636408317028517,186.36408317028517
Singapore Airlines,1,1.9581648323504486,95.81648323504486
Singapore Airlines,10,9.476986759582543,5.230132404174572
Singapore Airlines,2,2.8232986442552743,41.164932212763716
Singapore Airlines,1,1.331589765101626,33.158976510162596
Singapore Airlines,9,9.39073959936715,4.34155110407944
Singapore Airlines,9,7.828349672658964,13.018336970455952
Singapore Airlines,6,3.6879437893488065,38.53427017751989
Singapore Airlines,10,9.358781583342989,6.412184166570114
Singapore Airlines,2,1.3166679891760673,34.16660054119664
Singapore Airlines,10,9.405973546644427,5.94026453355573
Singapore Airlines,7,7.826707061150234,11.810100873574772
Singapore Airlines,9,7.687026136020252,14.588598488663864
Singapore Airlines,9,9.42023417436792,4.669268604087999
Singapore Airlines,10,9.361215388434577,6.387846115654234
Singapore Airlines,10,9.280624324763439,7.193756752365613
Singapore Airlines,10,9.532291011824533,4.677089881754668
Singapore Airlines,9,9.29988171366564,3.332019040729328
Singapore Airlines,3,4.864938979278004,62.16463264260013
Singapore Airlines,10,9.37531593930296,6.246840606970405
Singapore Airlines,10,9.439488182459598,5.605118175404016
Singapore Airlines,10,7.692931403901633,23.070685960983674
Singapore Airlines,1,1.3521619676327319,35.21619676327319
Singapore Airlines,8,7.046341943445479,11.920725706931512
Singapore Airlines,1,1.8094258438790964,80.94258438790965
Singapore Airlines,10,9.338053590711382,6.619464092886176
Singapore Airlines,5,5.979843893605907,19.596877872118146
Singapore Airlines,7,7.699630513185513,9.994721616935895
Singapore Airlines,10,9.291309525639981,7.086904743600186
Singapore Airlines,3,5.803740528712081,93.45801762373601
Singapore Airlines,10,9.465892381474724,5.34107618525276
Singapore Airlines,9,7.85613938962986,12.709562337446004
Singapore Airlines,10,9.439008765530383,5.609912344696166
Singapore Airlines,8,7.5736483153088425,5.329396058639468
Singapore Airlines,10,9.328390851605713,6.716091483942873
Singapore Airlines,6,6.109701527327889,1.828358788798153
Singapore Airlines,9,7.673929831409672,14.734112984336978
Singapore Airlines,10,9.214385062621735,7.856149373782645
Singapore Airlines,3,3.355384484299205,11.84614947664017
Singapore Airlines,10,9.354213947099916,6.457860529000837
Singapore Airlines,10,9.433192871021689,5.668071289783114
Singapore Airlines,10,9.28994618613302,7.100538138669793
Singapore Airlines,9,7.657111126452737,14.920987483858482
Singapore Airlines,10,9.438042102608534,5.619578973914656
Singapore Airlines,10,9.290819758163822,7.091802418361778
Singapore Airlines,9,9.306981020496439,3.410900227738208
Singapore Airlines,3,2.9845187137288787,0.5160428757040444
Singapore Airlines,10,9.242715745110369,7.572842548896316
Singapore Airlines,10,9.495027245938948,5.049727540610522
Singapore Airlines,3,2.4315755336051685,18.94748221316105
Singapore Airlines,10,9.513733248001174,4.862667519988264
Singapore Airlines,5,4.445584229092893,11.088315418142134
Singapore Airlines,7,8.975849730650499,28.22642472357855
Singapore Airlines,8,6.029078666807437,24.636516664907038
Singapore Airlines,8,7.755808988959513,3.052387638006082
Singapore Airlines,6,4.5964432358685885,23.392612735523524
Singapore Airlines,1,1.555310865290528,55.53108652905281
Singapore Airlines,8,6.156858080510237,23.039273993622032
Singapore Airlines,10,9.499259057097253,5.007409429027465
Singapore Airlines,8,6.080606243929956,23.992421950875553
Singapore Airlines,10,9.213919099003766,7.860809009962341
Singapore Airlines,1,0.8827377570378414,11.72622429621586
Singapore Airlines,6,4.245009543021917,29.24984094963472
Singapore Airlines,9,9.342326167874642,3.8036240874960234
Singapore Airlines,9,9.442554289113687,4.917269879040968
Singapore Airlines,7,4.361450834126596,37.6935595124772
Singapore Airlines,10,9.148651274389003,8.513487256109968
Singapore Airlines,8,7.697601354738187,3.779983065772663
Singapore Airlines,7,7.591987241659497,8.456960595135676
Singapore Airlines,8,7.806846297970333,2.414421275370837
Singapore Airlines,2,4.617247494044178,130.86237470220888
Singapore Airlines,7,7.820553842669179,11.722197752416845
Singapore Airlines,9,9.443613113379147,4.929034593101633
Singapore Airlines,3,3.9811257343811617,32.704191146038724
Singapore Airlines,10,9.240968146844638,7.590318531553618
Singapore Airlines,10,9.498576545030847,5.01423454969153
Singapore Airlines,4,4.161910218767606,4.04775546919014
Singapore Airlines,5,4.723733859104184,5.525322817916312
Singapore Airlines,2,1.0072010577663022,49.63994711168489
Singapore Airlines,10,9.222658729163467,7.773412708365335
Singapore Airlines,9,9.346301989669506,3.847799885216732
Singapore Airlines,7,7.679516548613098,9.707379265901395
Singapore Airlines,10,9.552904177657675,4.470958223423249
Singapore Airlines,8,7.669178232015272,4.135272099809095
Singapore Airlines,8,7.603105820012461,4.96117724984424
Singapore Airlines,1,2.7102745159789556,171.02745159789555
Singapore Airlines,8,7.196435873864652,10.044551576691852
Singapore Airlines,8,7.737943577244025,3.2757052844496926
Singapore Airlines,10,9.353581134187491,6.464188658125084
Singapore Airlines,1,2.361693321018973,136.1693321018973
Singapore Airlines,7,7.799921472940854,11.42744961344077
Singapore Airlines,8,7.750853469129069,3.1143316358866358
Singapore Airlines,8,7.731256247174249,3.359296910321885
Singapore Airlines,9,9.499286404849226,5.547626720546954
Singapore Airlines,9,7.153715332011762,20.5142740887582
Singapore Airlines,7,5.997904885344093,14.315644495084383
Singapore Airlines,7,4.467346298530979,36.180767163843164
Singapore Airlines,5,5.410687938314633,8.213758766292667
Singapore Airlines,5,4.596445745793288,8.071085084134246
Singapore Airlines,5,6.074055929821836,21.48111859643672
Singapore Airlines,3,2.8097917898619458,6.340273671268474
Singapore Airlines,3,6.076723175473863,102.55743918246212
Singapore Airlines,10,9.517904613916034,4.8209538608396585
Singapore Airlines,9,7.333968841787603,18.51145731347108
Singapore Airlines,9,9.410421395745688,4.560237730507646
Singapore Airlines,8,7.59477198542907,5.06535018213663
Singapore Airlines,9,7.809252046662946,13.230532814856153
Singapore Airlines,9,7.07624297792703,21.375078023033
