Airline,Overall Rating,PredTotal_GBR,Error
Singapore Airlines,2,1.3709702595704678,31.45148702147661
Singapore Airlines,10,9.468359264815874,5.316407351841264
Singapore Airlines,7,6.021626649751167,13.9767621464119
Singapore Airlines,10,9.480483165838612,5.195168341613883
Singapore Airlines,1,1.5417549368963819,54.17549368963819
Singapore Airlines,10,9.374880328968473,6.25119671031527
Singapore Airlines,10,9.495688360883387,5.043116391166134
Singapore Airlines,1,1.5480479132757343,54.80479132757343
Singapore Airlines,5,3.091891857417892,38.16216285164215
Singapore Airlines,1,1.490861386246961,49.086138624696105
Singapore Airlines,5,2.676782421518941,46.46435156962118
Singapore Airlines,4,1.550914870726323,61.22712823184193
Singapore Airlines,1,1.6902435344198183,69.02435344198183
Singapore Airlines,9,6.7610696792799665,24.877003563555927
Singapore Airlines,5,3.8395300713648486,23.20939857270303
Singapore Airlines,10,8.327582314693359,16.72417685306641
Singapore Airlines,9,8.727286741162882,3.0301473204124267
Singapore Airlines,10,9.733162900065153,2.6683709993484683
Singapore Airlines,5,2.6679597370753076,46.64080525849384
Singapore Airlines,8,8.124180732078926,1.552259150986579
Singapore Airlines,6,4.348169762146415,27.530503964226423
Singapore Airlines,10,9.42843095167425,5.715690483257507
Singapore Airlines,1,1.4982057066933918,49.82057066933918
Singapore Airlines,9,8.544231918462254,5.064089794863848
Singapore Airlines,3,2.8409393404252654,5.302021985824486
Singapore Airlines,7,7.676936133102583,9.670516187179754
Singapore Airlines,1,1.6276762114803147,62.76762114803147
Singapore Airlines,10,8.35871989445128,16.4128010554872
Singapore Airlines,10,8.389887660830338,16.10112339169662
Singapore Airlines,1,1.5923164750794094,59.23164750794094
Singapore Airlines,4,6.519334089745507,62.98335224363767
Singapore Airlines,4,2.6768563650915467,33.07859087271133
Singapore Airlines,10,9.242093988306435,7.579060116935653
Singapore Airlines,2,1.7139069836841645,14.304650815791774
Singapore Airlines,1,1.5040334952029688,50.40334952029688
Singapore Airlines,10,9.4240093424061,5.759906575939002
Singapore Airlines,2,2.9858066899872173,49.29033449936087
Singapore Airlines,1,1.4982057066933918,49.82057066933918
Singapore Airlines,1,1.731688124970791,73.16881249707909
Singapore Airlines,10,9.494916316630919,5.050836833690813
Singapore Airlines,10,9.31351799232872,6.864820076712803
Singapore Airlines,3,1.6039577524905444,46.53474158364852
Singapore Airlines,10,9.253571631796552,7.46428368203448
Singapore Airlines,4,2.2378714690284496,44.05321327428876
Singapore Airlines,9,9.314692529728621,3.496583663651344
Singapore Airlines,5,6.332995907088447,26.659918141768948
Singapore Airlines,4,1.7021828489024042,57.4454287774399
Singapore Airlines,4,1.654011828645867,58.649704283853325
Singapore Airlines,6,7.1373275240628535,18.955458734380894
Singapore Airlines,9,8.4711782720546,5.875796977171118
Singapore Airlines,1,1.438869393361701,43.886939336170094
Singapore Airlines,2,1.4589002406314935,27.054987968425326
Singapore Airlines,10,8.589348334754817,14.10651665245183
Singapore Airlines,9,8.490753238677975,5.658297348022501
Singapore Airlines,6,3.9644458660154305,33.92590223307616
Singapore Airlines,9,9.256749936451795,2.852777071686615
Singapore Airlines,10,9.252072245026481,7.4792775497351895
Singapore Airlines,4,4.899548825345082,22.488720633627057
Singapore Airlines,1,1.4925724701297531,49.25724701297531
Singapore Airlines,10,8.251546450007734,17.484535499922664
Singapore Airlines,1,2.587661464533818,158.7661464533818
Singapore Airlines,2,1.3564211632133154,32.17894183933423
Singapore Airlines,3,4.021358460348797,34.045282011626554
Singapore Airlines,2,3.217168940392921,60.85844701964604
Singapore Airlines,7,6.562983796851832,6.243088616402405
Singapore Airlines,10,8.995565234348014,10.04434765651986
Singapore Airlines,1,1.3738165521488495,37.381655214884944
Singapore Airlines,3,1.7204277837219353,42.65240720926882
Singapore Airlines,1,1.4797405824212768,47.97405824212768
Singapore Airlines,1,1.6007170012146277,60.07170012146277
Singapore Airlines,2,1.3667758105518386,31.661209472408068
Singapore Airlines,9,9.488165123075547,5.424056923061629
Singapore Airlines,1,1.5594101908580917,55.941019085809174
Singapore Airlines,6,3.9327017438942433,34.45497093509594
Singapore Airlines,1,1.466794375297711,46.67943752977111
Singapore Airlines,1,1.6756076365091124,67.56076365091124
Singapore Airlines,1,1.6330031643312137,63.300316433121374
Singapore Airlines,1,1.5203722202404064,52.037222024040645
Singapore Airlines,8,6.584979562499071,17.687755468761612
Singapore Airlines,1,2.110705784330451,111.07057843304511
Singapore Airlines,1,4.513484219208273,351.34842192082726
Singapore Airlines,10,9.442238090930392,5.577619090696082
Singapore Airlines,9,9.298075028891937,3.3119447654659635
Singapore Airlines,6,5.57553389482767,7.074435086205503
Singapore Airlines,2,2.0936060074070046,4.680300370350232
Singapore Airlines,9,7.91785649507097,12.02381672143367
Singapore Airlines,6,8.505681477813518,41.76135796355863
Singapore Airlines,3,1.5330255104721373,48.899149650928756
Singapore Airlines,1,2.000045618466452,100.00456184664519
Singapore Airlines,3,1.4629177638394428,51.23607453868524
Singapore Airlines,3,2.8646435631962976,4.511881226790078
Singapore Airlines,4,3.5809569772233663,10.476075569415844
Singapore Airlines,2,1.717942286676317,14.10288566618415
Singapore Airlines,10,9.180565599689137,8.194344003108629
Singapore Airlines,5,6.611562931101189,32.23125862202379
Singapore Airlines,10,5.6231342609855695,43.768657390144305
Singapore Airlines,7,7.212737687133593,3.0391098161941903
Singapore Airlines,1,1.697268700853589,69.7268700853589
Singapore Airlines,1,1.56121017374895,56.12101737489501
Singapore Airlines,2,3.6074571357600687,80.37285678800343
Singapore Airlines,1,1.8488657360570016,84.88657360570015
Singapore Airlines,10,8.589348334754817,14.10651665245183
Singapore Airlines,10,9.510375626423626,4.896243735763743
Singapore Airlines,1,1.9804920856777704,98.04920856777703
Singapore Airlines,1,2.051145288065122,105.1145288065122
Singapore Airlines,8,8.252270042807115,3.1533755350889425
Singapore Airlines,2,1.6787991601008576,16.060041994957118
Singapore Airlines,10,7.402592812148391,25.974071878516092
Singapore Airlines,1,1.5776793480560478,57.76793480560478
Singapore Airlines,1,1.7280339375792457,72.80339375792457
Singapore Airlines,9,8.689919000488295,3.4453444390189407
Singapore Airlines,8,8.11698123575389,1.4622654469236274
Singapore Airlines,1,1.3808172400255443,38.08172400255443
Singapore Airlines,3,5.42316796918208,80.77226563940266
Singapore Airlines,1,1.6046531965116253,60.46531965116253
Singapore Airlines,1,1.753329658840527,75.3329658840527
Singapore Airlines,1,1.4595423924049014,45.95423924049014
Singapore Airlines,9,7.1518039583546615,20.535511573837095
Singapore Airlines,9,8.15585984334368,9.379335073959105
Singapore Airlines,1,3.0731887741455237,207.31887741455236
Singapore Airlines,1,4.816368299727443,381.63682997274424
Singapore Airlines,1,1.7805015508286348,78.05015508286348
Singapore Airlines,9,9.371942691233707,4.132696569263415
Singapore Airlines,9,8.123801901573952,9.735534426956091
Singapore Airlines,10,9.437468811697329,5.625311883026711
Singapore Airlines,5,4.14166516102129,17.166696779574195
Singapore Airlines,7,8.21411454421612,17.34449348880171
Singapore Airlines,10,9.260996678310883,7.390033216891166
Singapore Airlines,4,3.62378032505513,9.405491873621752
Singapore Airlines,3,1.840078831286239,38.66403895712536
Singapore Airlines,9,8.48472429507921,5.7252856102309915
Singapore Airlines,1,1.7683873590280244,76.83873590280244
Singapore Airlines,9,8.374678251112908,6.948019432078804
Singapore Airlines,3,2.8650627551436876,4.49790816187708
Singapore Airlines,9,9.27580427588358,3.064491954261999
Singapore Airlines,3,3.218056139218525,7.268537973950832
Singapore Airlines,9,9.32042134291088,3.5602371434542195
Singapore Airlines,1,4.119457067821084,311.94570678210835
Singapore Airlines,7,8.48013106959556,21.144729565650852
Singapore Airlines,6,5.59960946885072,6.673175519154666
Singapore Airlines,1,1.7621853921758457,76.21853921758456
Singapore Airlines,5,1.6137675102497446,67.72464979500509
Singapore Airlines,10,9.364906395124937,6.350936048750633
Singapore Airlines,8,6.709537990240013,16.13077512199984
Singapore Airlines,1,1.690411448676829,69.04114486768289
Singapore Airlines,10,9.260286230117362,7.397137698826377
Singapore Airlines,5,5.796394989930444,15.927899798608873
Singapore Airlines,10,9.579948267672568,4.200517323274315
Singapore Airlines,9,9.450501307125528,5.00557007917253
Singapore Airlines,10,5.982742064202865,40.172579357971344
Singapore Airlines,9,9.517922247063911,5.754691634043457
Singapore Airlines,7,4.650579621335645,33.56314826663365
Singapore Airlines,6,4.2838609816159705,28.602316973067158
Singapore Airlines,6,4.0680519480852695,32.19913419857884
Singapore Airlines,8,8.212259286528173,2.6532410816021645
Singapore Airlines,7,4.904535083595233,29.93521309149667
Singapore Airlines,10,9.205433972692296,7.945660273077041
Singapore Airlines,3,1.6016042661752932,46.61319112749023
Singapore Airlines,2,1.7487608841105495,12.561955794472524
Singapore Airlines,9,9.54740901743376,6.082322415930659
Singapore Airlines,8,9.506124529192133,18.82655661490167
Singapore Airlines,1,1.6711838557484775,67.11838557484775
Singapore Airlines,10,9.359183128528873,6.408168714711273
Singapore Airlines,10,9.299495487167505,7.0050451283249515
Singapore Airlines,5,6.477832235629756,29.55664471259512
Singapore Airlines,10,8.262464613553556,17.37535386446444
Singapore Airlines,6,6.658856125818488,10.980935430308136
Singapore Airlines,6,8.106026664089892,35.10044440149821
Singapore Airlines,1,3.855680147535508,285.56801475355076
Singapore Airlines,5,2.462325263092631,50.75349473814738
Singapore Airlines,6,2.1159642058752643,64.73392990207893
Singapore Airlines,9,7.045812971210405,21.713189208773276
Singapore Airlines,10,9.424132359064782,5.758676409352184
Singapore Airlines,6,6.707377666098755,11.789627768312583
Singapore Airlines,8,8.489578701278074,6.119733765975921
Singapore Airlines,1,2.033592784740802,103.35927847408021
Singapore Airlines,2,5.6597579102771185,182.98789551385593
Singapore Airlines,10,9.311142249681271,6.888577503187285
Singapore Airlines,3,1.660577286177822,44.6474237940726
Singapore Airlines,5,6.937153801013439,38.74307602026878
Singapore Airlines,5,6.165092897013308,23.301857940266153
Singapore Airlines,3,3.1672101514856354,5.573671716187849
Singapore Airlines,2,5.285430222910708,164.2715111455354
Singapore Airlines,1,1.5916761904270857,59.16761904270857
Singapore Airlines,10,9.444514445883781,5.554855541162187
Singapore Airlines,10,8.55784420006318,14.421557999368204
Singapore Airlines,10,9.526142581387226,4.738574186127735
Singapore Airlines,5,2.299800008337393,54.003999833252145
Singapore Airlines,8,5.759114892753739,28.011063840578267
Singapore Airlines,3,2.740523209951702,8.649226334943272
Singapore Airlines,10,9.282677351029644,7.173226489703559
Singapore Airlines,1,1.9198980847454061,91.98980847454061
Singapore Airlines,1,1.3216550933299847,32.16550933299847
Singapore Airlines,2,1.4951839185574203,25.240804072128988
Singapore Airlines,1,1.4684975064713512,46.849750647135124
Singapore Airlines,6,8.448567781196578,40.809463019942974
Singapore Airlines,8,9.415708815588367,17.696360194854588
Singapore Airlines,5,6.668003783641258,33.36007567282517
Singapore Airlines,10,5.400355334765236,45.99644665234764
Singapore Airlines,6,6.81191932259929,13.531988709988168
Singapore Airlines,1,1.5223693921901116,52.236939219011155
Singapore Airlines,9,9.507260646218516,5.636229402427952
Singapore Airlines,8,8.304230619600473,3.802882745005909
Singapore Airlines,8,7.310293550978328,8.621330612770905
Singapore Airlines,8,9.272942469455307,15.91178086819134
Singapore Airlines,10,9.67652408694266,3.2347591305734014
Singapore Airlines,9,9.318821179783722,3.542457553152466
Singapore Airlines,10,9.469506620731734,5.3049337926826645
Singapore Airlines,9,9.368701627317362,4.096684747970691
Singapore Airlines,10,9.189802346048086,8.101976539519136
Singapore Airlines,1,1.7089181603490118,70.89181603490118
Singapore Airlines,8,8.654037518945712,8.1754689868214
Singapore Airlines,6,5.298836480169519,11.68605866384135
Singapore Airlines,9,9.310864972592189,3.4540552510243177
Singapore Airlines,9,6.588386360314818,26.795707107613136
Singapore Airlines,2,1.3928240622728607,30.358796886356963
Singapore Airlines,5,2.01650063906175,59.669987218765
Singapore Airlines,4,3.80285008864822,4.9287477837944955
Singapore Airlines,2,1.5433087168690125,22.834564156549376
Singapore Airlines,8,7.009891831630332,12.376352104620846
Singapore Airlines,9,9.29146575372125,3.23850837468055
Singapore Airlines,7,8.228656381647165,17.55223402353092
Singapore Airlines,2,2.7526186671510375,37.630933357551875
Singapore Airlines,5,5.47374462339241,9.474892467848193
Singapore Airlines,10,9.416452601701982,5.835473982980179
Singapore Airlines,10,9.442169828196295,5.578301718037046
Singapore Airlines,7,7.711238284773407,10.16054692533439
Singapore Airlines,8,6.73257551096115,15.842806112985631
Singapore Airlines,7,4.587258460067806,34.46773628474562
Singapore Airlines,9,9.332387260964774,3.6931917884974887
Singapore Airlines,3,1.51491916990442,49.50269433651933
Singapore Airlines,6,4.268380284428803,28.86032859285329
Singapore Airlines,10,9.14454454512723,8.554554548727697
Singapore Airlines,1,1.324904292546988,32.4904292546988
Singapore Airlines,10,9.424370824000768,5.7562917599923225
Singapore Airlines,1,2.6024933167951056,160.24933167951056
Singapore Airlines,8,9.342042663084426,16.775533288555323
Singapore Airlines,3,3.6515157262708007,21.71719087569336
Singapore Airlines,9,8.284890983998082,7.945655733354645
Singapore Airlines,7,7.32174975610194,4.5964250871705685
Singapore Airlines,10,9.08371457759784,9.162854224021597
Singapore Airlines,5,3.0827894618447735,38.34421076310453
Singapore Airlines,4,2.24956411240612,43.760897189847
Singapore Airlines,6,3.0630791577353516,48.948680704410805
Singapore Airlines,1,1.748832586706169,74.8832586706169
Singapore Airlines,10,8.072110626421653,19.278893735783473
Singapore Airlines,10,9.514142312077249,4.85857687922751
Singapore Airlines,5,6.096224207894102,21.924484157882045
Singapore Airlines,6,3.590611099018444,40.15648168302593
Singapore Airlines,7,5.816106209520678,16.91276843541889
Singapore Airlines,1,1.5146397081825833,51.46397081825833
Singapore Airlines,2,1.4072065892808407,29.63967053595796
Singapore Airlines,10,9.347908208145725,6.52091791854275
Singapore Airlines,8,8.966043103496254,12.075538793703178
Singapore Airlines,1,1.8916931613494143,89.16931613494144
Singapore Airlines,8,6.885582249045673,13.930221886929084
Singapore Airlines,1,1.681941261739823,68.19412617398231
Singapore Airlines,5,3.7841985328448415,24.31602934310317
Singapore Airlines,10,9.443689683047952,5.563103169520485
Singapore Airlines,4,1.6078544847905976,59.80363788023506
Singapore Airlines,2,1.676336757478304,16.183162126084806
Singapore Airlines,9,6.942748125062461,22.85835416597266
Singapore Airlines,5,4.253292188519239,14.934156229615212
Singapore Airlines,1,3.340014826583549,234.00148265835492
Singapore Airlines,10,9.458446303678528,5.41553696321472
Singapore Airlines,9,9.438696534127539,4.874405934750431
Singapore Airlines,10,9.50967522897505,4.903247710249499
Singapore Airlines,5,4.303689196700717,13.926216065985653
Singapore Airlines,9,6.257953803338895,30.46717996290117
Singapore Airlines,1,1.6480190811376663,64.80190811376663
Singapore Airlines,8,8.214572849463128,2.682160618289098
Singapore Airlines,10,9.479988077495376,5.20011922504624
Singapore Airlines,3,2.681873004242046,10.604233191931792
Singapore Airlines,2,1.66301949937632,16.849025031183995
Singapore Airlines,10,9.479988077495376,5.20011922504624
Singapore Airlines,8,6.552788931840748,18.090138351990646
Singapore Airlines,8,8.327582314693359,4.094778933666987
Singapore Airlines,5,5.81175867329962,16.235173465992396
Singapore Airlines,9,8.506669866888451,5.481445923461653
Singapore Airlines,9,7.943153701973716,11.742736644736487
Singapore Airlines,3,2.7456278466873503,8.479071777088324
Singapore Airlines,10,9.369731112304127,6.302688876958733
Singapore Airlines,3,1.5721394992274782,47.595350025750726
Singapore Airlines,1,1.7878948490426907,78.78948490426907
Singapore Airlines,9,8.365037126102084,7.055143043310173
Singapore Airlines,10,8.44210809816368,15.578919018363209
Singapore Airlines,8,7.99658370319288,0.042703710088998204
Singapore Airlines,9,8.305515213550349,7.716497627218347
Singapore Airlines,9,9.28151612663087,3.1279569625652135
Singapore Airlines,10,8.469796055943668,15.30203944056332
Singapore Airlines,10,9.12817420041747,8.718257995825294
Singapore Airlines,10,9.41275141066518,5.872485893348198
Singapore Airlines,8,6.724666308902432,15.941671138719604
Singapore Airlines,3,3.764568436416203,25.48561454720676
Singapore Airlines,7,8.471361086049885,21.019444086426933
Singapore Airlines,10,9.697728478581434,3.022715214185663
Singapore Airlines,9,8.128525583484267,9.683049072397033
Singapore Airlines,10,9.710291261336032,2.897087386639683
Singapore Airlines,10,9.67652408694266,3.2347591305734014
Singapore Airlines,9,6.496654482468878,27.81495019479025
Singapore Airlines,3,1.6969812962301227,43.43395679232924
Singapore Airlines,6,3.6967577952134003,38.387370079776666
Singapore Airlines,1,2.622441626051006,162.2441626051006
Singapore Airlines,6,9.358025495451097,55.967091590851616
Singapore Airlines,6,5.754532264657766,4.091128922370564
Singapore Airlines,6,6.869861915876115,14.497698597935246
Singapore Airlines,9,8.489578701278074,5.671347763576959
Singapore Airlines,5,2.892643803303838,42.14712393392323
Singapore Airlines,4,1.670661640484018,58.23345898789955
Singapore Airlines,4,1.8681949879632638,53.2951253009184
Singapore Airlines,10,9.323466861124608,6.765331388753921
Singapore Airlines,9,8.42070367487736,6.436625834695992
Singapore Airlines,1,2.8157305989824515,181.57305989824516
Singapore Airlines,1,2.0048328152344714,100.48328152344715
Singapore Airlines,10,9.399480986076284,6.005190139237158
Singapore Airlines,2,2.810469652475844,40.5234826237922
Singapore Airlines,1,1.5208985356812166,52.089853568121654
Singapore Airlines,9,9.457166330065935,5.079625889621495
Singapore Airlines,9,8.573245558219373,4.741716019784745
Singapore Airlines,6,3.180808622183625,46.986522963606255
Singapore Airlines,10,9.449760196384121,5.502398036158791
Singapore Airlines,2,1.9080073512433688,4.599632437831557
Singapore Airlines,10,9.265197249227183,7.3480275077281645
Singapore Airlines,7,8.58120640153028,22.588662879003987
Singapore Airlines,9,8.437031612198645,6.255204308903946
Singapore Airlines,9,9.47137914420627,5.237546046736341
Singapore Airlines,10,9.394330825502553,6.056691744974465
Singapore Airlines,10,9.375846444531652,6.241535554683484
Singapore Airlines,10,9.596552276887943,4.034477231120572
Singapore Airlines,9,9.313282450641577,3.4809161182397395
Singapore Airlines,3,4.070541044173967,35.68470147246557
Singapore Airlines,10,9.495447387288083,5.045526127119171
Singapore Airlines,10,9.545638045533824,4.543619544661759
Singapore Airlines,10,8.258616804692169,17.41383195307831
Singapore Airlines,1,1.7038012601123271,70.38012601123272
Singapore Airlines,8,7.386189518487063,7.672631018911713
Singapore Airlines,1,1.8468592861285142,84.68592861285143
Singapore Airlines,10,9.214789396438377,7.852106035616231
Singapore Airlines,5,5.456992837486363,9.139856749727269
Singapore Airlines,7,8.391848729560108,19.883553279430114
Singapore Airlines,10,9.275512443384372,7.244875566156281
Singapore Airlines,3,4.697080979867845,56.56936599559484
Singapore Airlines,10,9.430762860000282,5.692371399997178
Singapore Airlines,9,8.363457806827174,7.0726910352536185
Singapore Airlines,10,9.573905861382585,4.260941386174153
Singapore Airlines,8,7.832033912510224,2.099576093622202
Singapore Airlines,10,9.393460449892627,6.065395501073727
Singapore Airlines,6,6.52292750250765,8.715458375127497
Singapore Airlines,9,8.490253839814137,5.663846224287362
Singapore Airlines,10,9.347970314672732,6.520296853272676
Singapore Airlines,3,2.892035512496807,3.598816250106429
Singapore Airlines,10,9.434266014025695,5.657339859743047
Singapore Airlines,10,9.395505362902455,6.0449463709754525
Singapore Airlines,10,9.427028702054159,5.729712979458412
Singapore Airlines,9,8.363769296893489,7.0692300345167896
Singapore Airlines,10,9.546234480033858,4.537655199661419
Singapore Airlines,10,9.570452883792052,4.295471162079476
Singapore Airlines,9,9.364404568659156,4.048939651768396
Singapore Airlines,3,2.937781140510764,2.0739619829745295
Singapore Airlines,10,9.24489390177544,7.5510609822456045
Singapore Airlines,10,9.676761811656517,3.2323818834348295
Singapore Airlines,3,1.8604264387152651,37.98578537615783
Singapore Airlines,10,9.611116063674817,3.888839363251826
Singapore Airlines,5,3.941986182795954,21.16027634408092
Singapore Airlines,7,8.930490014914646,27.578428784494946
Singapore Airlines,8,6.6327389905473035,17.090762618158706
Singapore Airlines,8,8.305677550967257,3.8209693870907113
Singapore Airlines,6,3.9270579436604116,34.54903427232647
Singapore Airlines,1,1.322693260768711,32.269326076871096
Singapore Airlines,8,7.089984725099034,11.375190936262069
Singapore Airlines,10,9.583447877904119,4.165521220958812
Singapore Airlines,8,7.695177974017109,3.8102753247861387
Singapore Airlines,10,9.195397162747712,8.04602837252288
Singapore Airlines,1,1.5417549368963819,54.17549368963819
Singapore Airlines,6,3.3581156057836563,44.031406570272395
Singapore Airlines,9,9.451254315406254,5.013936837847272
Singapore Airlines,9,9.359556597137077,3.995073301523079
Singapore Airlines,7,3.7994091809080834,45.72272598702738
Singapore Airlines,10,9.289607357513452,7.10392642486548
Singapore Airlines,8,8.357862738089535,4.47328422611919
Singapore Airlines,7,7.764453483887201,10.920764055531444
Singapore Airlines,8,8.402747218714403,5.034340233930035
Singapore Airlines,2,3.6850157191845425,84.25078595922713
Singapore Airlines,7,8.480403771467378,21.148625306676827
Singapore Airlines,9,9.590519024796556,6.561322497739515
Singapore Airlines,3,3.014795611169885,0.4931870389961605
Singapore Airlines,10,9.236065772973982,7.639342270260184
Singapore Airlines,10,9.676761811656517,3.2323818834348295
Singapore Airlines,4,3.1457863003499233,21.355342491251918
Singapore Airlines,5,3.823010232087898,23.539795358242042
Singapore Airlines,2,1.4739844303314196,26.30077848342902
Singapore Airlines,10,9.190798651402995,8.092013485970053
Singapore Airlines,9,9.414641350798117,4.607126119979081
Singapore Airlines,7,8.18858257381201,16.97975105445728
Singapore Airlines,10,9.69532703988656,3.0467296011343947
Singapore Airlines,8,8.214069251994829,2.6758656499353606
Singapore Airlines,8,8.167853928703538,2.0981741087942263
Singapore Airlines,1,2.7059537970240934,170.59537970240933
Singapore Airlines,8,6.854350424115899,14.320619698551262
Singapore Airlines,8,8.412213324152946,5.152666551911822
Singapore Airlines,10,9.566159913031848,4.338400869681518
Singapore Airlines,1,1.2842802941161362,28.428029411613622
Singapore Airlines,7,8.528624056303636,21.837486518623372
Singapore Airlines,8,8.543178531893236,6.7897316486654535
Singapore Airlines,8,8.35871989445128,4.483998680640999
Singapore Airlines,9,9.676761811656517,7.519575685072413
Singapore Airlines,9,6.821015042905594,24.210943967715625
Singapore Airlines,7,6.403350298203139,8.523567168526583
Singapore Airlines,7,3.6829933821007637,47.385808827131946
Singapore Airlines,5,4.707763060961602,5.844738780767962
Singapore Airlines,5,4.102761060016465,17.944778799670704
Singapore Airlines,5,6.109066037791916,22.181320755838314
Singapore Airlines,3,2.807574796012595,6.414173466246827
Singapore Airlines,3,6.285681243782533,109.52270812608442
Singapore Airlines,10,9.679511907249694,3.204880927503062
Singapore Airlines,9,7.955212793147225,11.608746742808613
Singapore Airlines,9,9.263484372563646,2.927604139596064
Singapore Airlines,8,7.659903272975547,4.2512090878056625
Singapore Airlines,9,8.269207625048905,8.11991527723439
Singapore Airlines,9,7.121175058112192,20.875832687642305
